"Id","Name","CodeId","Tag","Status","Description","CreateDate","CreateUserId","UpdateDate","UpdateUserId","LanguageId","UnitCode"
66E7CD39EA5AB94A9E4A44D7964734B8,"Cấp Huyện",2,"",1,"",31/10/19,"",,"","",""
F7961E4B7F1C69409A411E692414BB08,"Cấp Tỉnh",1,"",1,"",31/10/19,"",,"","",""
39F4CB542DD73F4380239028241E647B,"Chưa xác định",5,"",1,"",31/10/19,"",,"","",""
90D2E475F6A1FF448BCD8CEF263EF241,"Cơ quan khác",4,"",1,"",31/10/19,"",,"","",""
3476F1E24A2D1047824C930AFF57FE4F,"Cấp Bộ",0,"",1,"",31/10/19,"",,"","",""
846A2FEB7649844CBAA3712D69374A81,"Cấp Xã",3,"",1,"",31/10/19,"",,"","",""
