"Id","Name","Name2","ParentId","ImportId","GeoLocationCenter","IsPrimary","Tag","Status","Description","CreateDate","CreateUserId","UpdateDate","UpdateUserId","LanguageId","UnitCode","ImageUrl"
E99CF752326440CCA25B72BF2D90D12E,"Ả RẬP XÊ ÚT
","Arabia",,"","",1,"",1,"",06/06/19,"",,"","sa","1",""
E99CF752326440CCA25B72BF2D90D13D,"NHẬT BẢN","JP",,"","",1,"",1,"",26/06/19,"",,"","jp","1",""
E02BB95A89D842F7BEFBB2879E0AF703,"VIỆT NAM","VN",,"","11.941295,108.445802",1,"",1,"",06/06/19,"",,"","vn","1",""
93ECC6B22175491883801F4EC31D737F,"MÃ LAI","MY",,"","",1,"",1,"",06/06/19,"",,"","my","1",""
F4D53B4CA39B41E99AF40ABC4A34E023,"ĐÀI LOAN","TW",,"","",1,"",1,"",06/06/19,"",,"","tw","1",""
E99CF752326440CCA25B72BF2D90D12D,"HÀN QUỐC","KR",,"","",1,"",1,"",06/06/19,"",,"","kr","1",""
E99CF752326440CCA25B72BF2D90D121,"ĐU BAI","UAE",,"","",1,"",1,"",06/06/19,"",,"","ae","1",""
