"Id","Name","Name2","ParentId","GeoLocationCenter","IsPrimary","Tag","Status","Description","CreateDate","CreateUserId","UpdateDate","UpdateUserId","LanguageId","UnitCode","ImportId","ImageUrl"
40296CC731084C6496D72851EBB4CD3A,"Tỉnh Lâm Đồng","Lâm Đồng",,"11.941295,108.445802",0,"",1,"",03/05/19,"",,"","","LDG","68",""
